batch loss acc
0 0.0000 100.00
10 0.0000 100.00
20 0.0000 100.00
30 0.0000 100.00
40 0.0000 100.00
50 0.0000 100.00
60 0.0000 100.00
70 0.0000 100.00
80 0.0000 100.00
90 0.0000 100.00
100 0.0000 100.00
110 0.0000 100.00
120 0.0000 100.00
130 0.0000 100.00
140 0.0000 100.00
150 0.0000 100.00
160 0.0000 100.00
170 0.0000 100.00
180 0.0000 100.00
190 0.0000 100.00
200 0.0000 100.00
210 0.0000 100.00
220 0.0000 100.00
230 0.0000 100.00
240 0.0000 100.00
250 0.0000 100.00
260 0.0000 100.00
270 0.0000 100.00
280 2.2739 75.00
290 0.4930 93.75
300 0.0858 100.00
310 0.2042 93.75
320 0.0268 100.00
330 0.0073 100.00
340 0.0038 100.00
350 0.0055 100.00
360 0.0027 100.00
370 0.0012 100.00
380 0.0051 100.00
390 0.0041 100.00
400 0.0061 100.00
410 0.1742 93.75
420 0.1466 93.75
430 0.0022 100.00
440 0.0012 100.00
450 0.0075 100.00
460 0.0155 100.00
470 0.0052 100.00
480 0.0051 100.00
490 0.0038 100.00
500 0.0082 100.00
510 0.0005 100.00
520 0.0008 100.00
530 0.0005 100.00
